code,name,listingDate,shares,listingBoard
CCSI,Communication Cable Systems In,2019-06-18T00:00:00,1319038405,Pengembangan
SFAN,Surya Fajar Capital Tbk.,2019-06-19T00:00:00,1359934021,Pengembangan
POLU,Golden Flower Tbk.,2019-06-26T00:00:00,750000000,Pengembangan
KJEN,Krida Jaringan Nusantara Tbk.,2019-07-01T00:00:00,500000000,Pengembangan
KAYU,Darmi Bersaudara Tbk.,2019-07-04T00:00:00,665000000,Pemantauan Khusus
ITIC,Indonesian Tobacco Tbk.,2019-07-04T00:00:00,940720000,Pengembangan
PAMG,Bima Sakti Pertiwi Tbk.,2019-07-05T00:00:00,3125000000,Pengembangan
IPTV,MNC Vision Networks Tbk.,2019-07-08T00:00:00,42197950841,Pemantauan Khusus
BLUE,Berkah Prima Perkasa Tbk.,2019-07-08T00:00:00,418000000,Pengembangan
ENVY,Envy Technologies Indonesia Tb,2019-07-08T00:00:00,1800000000,Pemantauan Khusus
EAST,Eastparc Hotel Tbk.,2019-07-09T00:00:00,4126405336,Pengembangan
LIFE,MSIG Life Insurance Indonesia ,2019-07-09T00:00:00,2100000000,Pengembangan
FUJI,Fuji Finance Indonesia Tbk.,2019-07-09T00:00:00,1300000000,Pengembangan
KOTA,DMS Propertindo Tbk.,2019-07-09T00:00:00,10546185701,Pemantauan Khusus
INOV,Inocycle Technology Group Tbk.,2019-07-10T00:00:00,1808221900,Pengembangan
ARKA,Arkha Jayanti Persada Tbk.,2019-07-10T00:00:00,2000000000,Pemantauan Khusus
SMKL,Satyamitra Kemas Lestari Tbk.,2019-07-11T00:00:00,3418085290,Pengembangan
HDIT,Hensel Davest Indonesia Tbk.,2019-07-12T00:00:00,1524680000,Pemantauan Khusus
KEEN,Kencana Energi Lestari Tbk.,2019-09-02T00:00:00,3666312500,Utama
BAPI,Bhakti Agung Propertindo Tbk.,2019-09-16T00:00:00,5591980103,Pemantauan Khusus
TFAS,Telefast Indonesia Tbk.,2019-09-17T00:00:00,1666666500,Pengembangan
GGRP,Gunung Raja Paksi Tbk.,2019-09-19T00:00:00,12111376157,Pemantauan Khusus
OPMS,Optima Prima Metal Sinergi Tbk,2019-09-23T00:00:00,1000000000,Pengembangan
NZIA,Nusantara Almazia Tbk.,2019-09-25T00:00:00,2197540705,Pengembangan
SLIS,Gaya Abadi Sempurna Tbk.,2019-10-07T00:00:00,2463336650,Pengembangan
PURE,Trinitan Metals and Minerals T,2019-10-09T00:00:00,1375181505,Pemantauan Khusus
IRRA,Itama Ranoraya Tbk.,2019-10-15T00:00:00,1600000000,Pengembangan
DMMX,Digital Mediatama Maxima Tbk.,2019-10-21T00:00:00,7692307700,Pengembangan
SINI,Singaraja Putra Tbk.,2019-11-08T00:00:00,481000000,Pemantauan Khusus
WOWS,Ginting Jaya Energi Tbk.,2019-11-08T00:00:00,2475720000,Pemantauan Khusus
ESIP,Sinergi Inti Plastindo Tbk.,2019-11-14T00:00:00,1109953847,Pemantauan Khusus
TEBE,Dana Brata Luhur Tbk.,2019-11-18T00:00:00,1285000000,Utama
KEJU,Mulia Boga Raya Tbk.,2019-11-25T00:00:00,5624999999,Pengembangan
PSGO,Palma Serasih Tbk.,2019-11-25T00:00:00,18850000000,Utama
AGAR,Asia Sejahtera Mina Tbk.,2019-12-02T00:00:00,1000000000,Pengembangan
IFSH,Ifishdeco Tbk.,2019-12-05T00:00:00,2125000000,Pengembangan
REAL,Repower Asia Indonesia Tbk.,2019-12-06T00:00:00,6633610151,Pemantauan Khusus
IFII,Indonesia Fibreboard Industry ,2019-12-10T00:00:00,9412000000,Pengembangan
PMJS,Putra Mandiri Jembar Tbk.,2019-12-18T00:00:00,13755600000,Pengembangan
UCID,Uni-Charm Indonesia Tbk.,2019-12-20T00:00:00,4156572300,Utama
GLVA,Galva Technologies Tbk.,2019-12-23T00:00:00,1500000000,Pengembangan
PGJO,Tourindo Guide Indonesia Tbk.,2020-01-08T00:00:00,795859095,Akselerasi
AMAR,Bank Amar Indonesia Tbk.,2020-01-09T00:00:00,18197283760,Pengembangan
CSRA,Cisadane Sawit Raya Tbk.,2020-01-09T00:00:00,2050000000,Pengembangan
INDO,Royalindo Investa Wijaya Tbk.,2020-01-13T00:00:00,4480741638,Pengembangan
AMOR,Ashmore Asset Management Indon,2020-01-14T00:00:00,2222222400,Pengembangan
TRIN,Perintis Triniti Properti Tbk.,2020-01-15T00:00:00,4551457346,Pengembangan
DMND,Diamond Food Indonesia Tbk.,2020-01-22T00:00:00,9468359000,Pemantauan Khusus
PURA,Putra Rajawali Kencana Tbk.,2020-01-29T00:00:00,6301930902,Pemantauan Khusus
PTPW,Pratama Widya Tbk.,2020-02-07T00:00:00,878187500,Pengembangan
TAMA,Lancartama Sejati Tbk.,2020-02-10T00:00:00,1200000696,Pemantauan Khusus
IKAN,Era Mandiri Cemerlang Tbk.,2020-02-12T00:00:00,833333000,Pemantauan Khusus
AYLS,Agro Yasa Lestari Tbk.,2020-02-12T00:00:00,853423236,Pengembangan
DADA,Diamond Citra Propertindo Tbk.,2020-02-14T00:00:00,7431530800,Pemantauan Khusus
ASPI,Andalan Sakti Primaindo Tbk.,2020-02-17T00:00:00,681823317,Pengembangan
ESTA,Esta Multi Usaha Tbk.,2020-03-09T00:00:00,2425354179,Pengembangan
BESS,Batulicin Nusantara Maritim Tb,2020-03-09T00:00:00,3440455528,Pengembangan
CSMI,Cipta Selera Murni Tbk.,2020-04-09T00:00:00,816061500,Pemantauan Khusus
BBSS,Bumi Benowo Sukses Sejahtera T,2020-04-15T00:00:00,4800016020,Pengembangan
BHAT,Bhakti Multi Artha Tbk.,2020-04-15T00:00:00,5000000000,Pengembangan
CASH,Cashlez Worldwide Indonesia Tb,2020-05-04T00:00:00,1431125517,Akselerasi
TECH,Indosterling Technomedia Tbk.,2020-06-04T00:00:00,1256300000,Pengembangan
EPAC,Megalestari Epack Sentosaraya ,2020-07-01T00:00:00,3303400000,Pemantauan Khusus
UANG,Pakuan Tbk.,2020-07-06T00:00:00,1210000000,Pengembangan
PGUN,Pradiksi Gunatama Tbk.,2020-07-07T00:00:00,5737848882,Pemantauan Khusus
SOFA,Boston Furniture Industries Tb,2020-07-07T00:00:00,1653574499,Akselerasi
PPGL,Prima Globalindo Logistik Tbk.,2020-07-20T00:00:00,771178020,Akselerasi
TOYS,Sunindo Adipersada Tbk.,2020-08-06T00:00:00,1435000712,Pemantauan Khusus
SGER,Sumber Global Energy Tbk.,2020-08-10T00:00:00,15586909438,Pengembangan
TRJA,Transkon Jaya Tbk.,2020-08-27T00:00:00,1510200000,Pengembangan
PNGO,Pinago Utama Tbk.,2020-08-31T00:00:00,781250000,Pengembangan
SCNP,Selaras Citra Nusantara Perkas,2020-09-07T00:00:00,2500000000,Pengembangan
BBSI,Krom Bank Indonesia Tbk.,2020-09-07T00:00:00,3637976068,Pengembangan
KMDS,Kurniamitra Duta Sentosa Tbk.,2020-09-07T00:00:00,800000000,Pengembangan
PURI,Puri Global Sukses Tbk.,2020-09-08T00:00:00,1000000000,Pengembangan
SOHO,Soho Global Health Tbk.,2020-09-08T00:00:00,12691682390,Pengembangan
HOMI,Grand House Mulia Tbk.,2020-09-10T00:00:00,1575000000,Pengembangan
ROCK,Rockfields Properti Indonesia ,2020-09-10T00:00:00,1435185100,Pemantauan Khusus
ENZO,Morenzo Abadi Perkasa Tbk.,2020-09-14T00:00:00,2162547122,Pemantauan Khusus
PLAN,Planet Properindo Jaya Tbk.,2020-09-15T00:00:00,896709596,Akselerasi
PTDU,Djasa Ubersakti Tbk.,2020-12-08T00:00:00,1500000000,Pemantauan Khusus
ATAP,Trimitra Prawara Goldland Tbk.,2020-12-11T00:00:00,1250000000,Pemantauan Khusus
VICI,Victoria Care Indonesia Tbk.,2020-12-17T00:00:00,6708000000,Utama
PMMP,Panca Mitra Multiperdana Tbk.,2020-12-18T00:00:00,2588300000,Pengembangan
WIFI,Solusi Sinergi Digital Tbk.,2020-12-30T00:00:00,2359355118,Pengembangan
FAPA,FAP Agri Tbk.,2021-01-04T00:00:00,3629411800,Pengembangan
DCII,DCI Indonesia Tbk.,2021-01-06T00:00:00,2383745900,Pengembangan
KETR,Ketrosden Triasmitra Tbk.,2021-01-11T00:00:00,2841262838,Pengembangan
DGNS,Diagnos Laboratorium Utama Tbk,2021-01-15T00:00:00,1250000000,Pengembangan
UFOE,Damai Sejahtera Abadi Tbk.,2021-02-01T00:00:00,2898261693,Pengembangan
BANK,Bank Aladin Syariah Tbk.,2021-02-01T00:00:00,14621942188,Utama
WMUU,Widodo Makmur Unggas Tbk.,2021-02-02T00:00:00,12941176500,Pemantauan Khusus
EDGE,Indointernet Tbk.,2021-02-08T00:00:00,2020250000,Pengembangan
UNIQ,Ulima Nitra Tbk.,2021-03-08T00:00:00,3138983000,Utama
BEBS,Berkah Beton Sadaya Tbk.,2021-03-10T00:00:00,45000000000,Pemantauan Khusus
SNLK,Sunter Lakeside Hotel Tbk.,2021-03-29T00:00:00,450000000,Pengembangan
ZYRX,Zyrexindo Mandiri Buana Tbk.,2021-03-30T00:00:00,1333334556,Pengembangan
LFLO,Imago Mulia Persada Tbk.,2021-04-07T00:00:00,1307734937,Akselerasi
FIMP,Fimperkasa Utama Tbk.,2021-04-09T00:00:00,400000975,Pemantauan Khusus
TAPG,Triputra Agro Persada Tbk.,2021-04-12T00:00:00,19852540000,Utama
NPGF,Nusa Palapa Gemilang Tbk.,2021-04-14T00:00:00,3240235840,Pemantauan Khusus
LUCY,Lima Dua Lima Tiga Tbk.,2021-05-05T00:00:00,1514773893,Akselerasi
ADCP,Adhi Commuter Properti Tbk.,2021-05-21T00:00:00,22222222200,Pengembangan
HOPE,Harapan Duta Pertiwi Tbk.,2021-05-24T00:00:00,2130360203,Pemantauan Khusus
MGLV,Panca Anugrah Wisesa Tbk.,2021-06-08T00:00:00,1904883411,Akselerasi
TRUE,Triniti Dinamik Tbk.,2021-06-10T00:00:00,7571107860,Pemantauan Khusus
LABA,Green Power Group Tbk.,2021-06-10T00:00:00,1103402553,Pengembangan
ARCI,Archi Indonesia Tbk.,2021-06-28T00:00:00,24835000000,Pengembangan
IPAC,Era Graharealty Tbk.,2021-06-30T00:00:00,949868500,Akselerasi
MASB,Bank Multiarta Sentosa Tbk.,2021-06-30T00:00:00,1387737233,Pengembangan
BMHS,Bundamedik Tbk.,2021-07-06T00:00:00,8603416176,Utama
FLMC,Falmaco Nonwoven Industri Tbk.,2021-07-08T00:00:00,781250000,Akselerasi
NICL,PAM Mineral Tbk.,2021-07-09T00:00:00,10635644907,Pengembangan
UVCR,Trimegah Karya Pratama Tbk.,2021-07-27T00:00:00,2000144838,Pengembangan
BUKA,Bukalapak.com Tbk.,2021-08-06T00:00:00,1.03E+11,Ekonomi Baru
HAIS,Hasnur Internasional Shipping ,2021-09-01T00:00:00,2626250000,Pengembangan
OILS,Indo Oil Perkasa Tbk.,2021-09-06T00:00:00,454056563,Pengembangan
GPSO,Geoprima Solusi Tbk.,2021-09-06T00:00:00,666741103,Pengembangan
MCOL,Prima Andalan Mandiri Tbk.,2021-09-07T00:00:00,3555560000,Utama
RSGK,Kedoya Adyaraya Tbk.,2021-09-08T00:00:00,929675000,Utama
RUNS,Global Sukses Solusi Tbk.,2021-09-08T00:00:00,983557875,Akselerasi
SBMA,Surya Biru Murni Acetylene Tbk,2021-09-08T00:00:00,929926282,Pengembangan
CMNT,Cemindo Gemilang Tbk.,2021-09-08T00:00:00,17125504000,Pengembangan
GTSI,GTS Internasional Tbk.,2021-09-08T00:00:00,15819142767,Pemantauan Khusus
IDEA,Idea Indonesia Akademi Tbk.,2021-09-09T00:00:00,1062437500,Akselerasi
KUAS,Ace Oldfields Tbk.,2021-10-25T00:00:00,1292808150,Pengembangan
BOBA,Formosa Ingredient Factory Tbk,2021-11-01T00:00:00,1155750000,Pengembangan
MTEL,Dayamitra Telekomunikasi Tbk.,2021-11-22T00:00:00,83559636344,Utama
DEPO,Caturkarda Depo Bangunan Tbk.,2021-11-25T00:00:00,6790000000,Pengembangan
BINO,Perma Plasindo Tbk.,2021-11-25T00:00:00,2275316111,Pengembangan
CMRY,Cisarua Mountain Dairy Tbk.,2021-12-06T00:00:00,7934683000,Utama
WGSH,Wira Global Solusi Tbk.,2021-12-06T00:00:00,1042500000,Akselerasi
TAYS,Jaya Swarasa Agung Tbk.,2021-12-06T00:00:00,1098920000,Pengembangan
WMPP,Widodo Makmur Perkasa Tbk.,2021-12-06T00:00:00,29419000000,Pemantauan Khusus
RMKE,RMK Energy Tbk.,2021-12-07T00:00:00,4375000000,Utama
OBMD,OBM Drilchem Tbk.,2021-12-08T00:00:00,805992931,Pengembangan
AVIA,Avia Avian Tbk.,2021-12-08T00:00:00,61953555600,Utama
IPPE,Indo Pureco Pratama Tbk.,2021-12-09T00:00:00,4600000000,Pemantauan Khusus
NASI,Wahana Inti Makmur Tbk.,2021-12-13T00:00:00,807400000,Pengembangan
BSML,Bintang Samudera Mandiri Lines,2021-12-16T00:00:00,1850225000,Pengembangan
DRMA,Dharma Polimetal Tbk.,2021-12-20T00:00:00,4705882300,Utama
ADMR,Adaro Minerals Indonesia Tbk.,2022-01-03T00:00:00,40882331500,Utama
SEMA,Semacom Integrated Tbk.,2022-01-10T00:00:00,1347258842,Pengembangan
ASLC,Autopedia Sukses Lestari Tbk.,2022-01-25T00:00:00,12746354780,Pengembangan
NETV,MDTV Media Technologies Tbk.,2022-01-26T00:00:00,41360517722,Pemantauan Khusus
BAUT,Mitra Angkasa Sejahtera Tbk.,2022-01-28T00:00:00,4800182969,Pemantauan Khusus
ENAK,Champ Resto Indonesia Tbk.,2022-02-08T00:00:00,2166666800,Pengembangan
NTBK,Nusatama Berkah Tbk.,2022-02-09T00:00:00,2700064877,Pengembangan
SMKM,Sumber Mas Konstruksi Tbk.,2022-03-09T00:00:00,1253000000,Akselerasi
STAA,Sumber Tani Agung Resources Tb,2022-03-10T00:00:00,10903372600,Utama
NANO,Nanotech Indonesia Global Tbk.,2022-03-10T00:00:00,4285255666,Akselerasi
BIKE,Sepeda Bersama Indonesia Tbk.,2022-03-21T00:00:00,1293916404,Pengembangan
WIRG,WIR ASIA Tbk.,2022-04-04T00:00:00,11938622394,Pengembangan
SICO,Sigma Energy Compressindo Tbk.,2022-04-08T00:00:00,910057234,Pengembangan
GOTO,GoTo Gojek Tokopedia Tbk.,2022-04-11T00:00:00,1.14E+12,Ekonomi Baru
TLDN,Teladan Prima Agro Tbk.,2022-04-12T00:00:00,12946530200,Pengembangan
MTMH,Murni Sadar Tbk.,2022-04-20T00:00:00,2068526950,Utama
WINR,Winner Nusantara Jaya Tbk.,2022-04-25T00:00:00,5235307783,Pemantauan Khusus
IBOS,Indo Boga Sukses Tbk.,2022-04-25T00:00:00,8065789529,Akselerasi
OLIV,Oscar Mitra Sukses Sejahtera T,2022-05-17T00:00:00,1900073314,Akselerasi
ASHA,Cilacap Samudera Fishing Indus,2022-05-27T00:00:00,5000000000,Pemantauan Khusus
SWID,Saraswanti Indoland Developmen,2022-07-07T00:00:00,5385019201,Pengembangan
TRGU,Cerestar Indonesia Tbk.,2022-07-08T00:00:00,7945412700,Utama
ARKO,Arkora Hydro Tbk.,2022-07-08T00:00:00,2928495000,Pengembangan
CHEM,Chemstar Indonesia Tbk.,2022-07-08T00:00:00,1700014594,Pengembangan
DEWI,Dewi Shri Farmindo Tbk.,2022-07-18T00:00:00,2000000000,Pengembangan
AXIO,Tera Data Indonusa Tbk.,2022-07-20T00:00:00,5840126500,Utama
KRYA,Bangun Karya Perkasa Jaya Tbk.,2022-07-25T00:00:00,1663943474,Pengembangan
HATM,Habco Trans Maritima Tbk.,2022-07-26T00:00:00,7000000000,Utama
RCCC,Utama Radar Cahaya Tbk.,2022-08-02T00:00:00,787500000,Akselerasi
GULA,Aman Agrindo Tbk.,2022-08-03T00:00:00,1070362500,Pengembangan
JARR,Jhonlin Agro Raya Tbk.,2022-08-04T00:00:00,9230665050,Utama
AMMS,Agung Menjangan Mas Tbk.,2022-08-04T00:00:00,1200061336,Akselerasi
RAFI,Sari Kreasi Boga Tbk.,2022-08-05T00:00:00,3128140475,Pemantauan Khusus
KKES,Kusuma Kemindo Sentosa Tbk.,2022-08-08T00:00:00,1500000000,Pemantauan Khusus
ELPI,Pelayaran Nasional Ekalya Purn,2022-08-08T00:00:00,7412000000,Utama
EURO,Estee Gold Feet Tbk.,2022-08-08T00:00:00,2548826428,Akselerasi
KLIN,Klinko Karya Imaji Tbk.,2022-08-09T00:00:00,1307530330,Akselerasi
TOOL,Rohartindo Nusantara Luas Tbk.,2022-08-09T00:00:00,2050020320,Pengembangan
BUAH,Segar Kumala Indonesia Tbk.,2022-08-09T00:00:00,1000000000,Pengembangan
CRAB,Toba Surimi Industries Tbk.,2022-08-10T00:00:00,1950000000,Pengembangan
MEDS,Hetzer Medical Indonesia Tbk.,2022-08-10T00:00:00,1562500000,Pengembangan
COAL,Black Diamond Resources Tbk.,2022-09-07T00:00:00,6250000000,Pemantauan Khusus
PRAY,Famon Awal Bros Sedaya Tbk.,2022-11-08T00:00:00,13959422300,Pengembangan
CBUT,Citra Borneo Utama Tbk.,2022-11-08T00:00:00,3125000000,Pemantauan Khusus
BELI,Global Digital Niaga Tbk.,2022-11-08T00:00:00,1.31E+11,Ekonomi Baru
MKTR,Menthobi Karyatama Raya Tbk.,2022-11-08T00:00:00,12052398122,Utama
OMED,Jayamas Medica Industri Tbk.,2022-11-08T00:00:00,27058850000,Utama
BSBK,Wulandari Bangun Laksana Tbk.,2022-11-08T00:00:00,25091882375,Utama
PDPP,Primadaya Plastisindo Tbk.,2022-11-09T00:00:00,3061341438,Pengembangan
KDTN,Puri Sentul Permai Tbk.,2022-11-09T00:00:00,1250023298,Pengembangan
ZATA,Bersama Zatta Jaya Tbk.,2022-11-10T00:00:00,8496000000,Pemantauan Khusus
NINE,Techno9 Indonesia Tbk.,2022-12-05T00:00:00,2157000000,Akselerasi
MMIX,Multi Medika Internasional Tbk,2022-12-06T00:00:00,2400212690,Pengembangan
PADA,Personel Alih Daya Tbk.,2022-12-08T00:00:00,3150000000,Pemantauan Khusus
ISAP,Isra Presisi Indonesia Tbk.,2022-12-09T00:00:00,4020096305,Akselerasi
VTNY,Venteny Fortuna International ,2022-12-15T00:00:00,6265193445,Utama
SOUL,Mitra Tirta Buwana Tbk.,2023-01-06T00:00:00,1082526223,Akselerasi
ELIT,Data Sinergitama Jaya Tbk.,2023-01-06T00:00:00,2031643057,Pengembangan
BEER,Jobubu Jarum Minahasa Tbk.,2023-01-06T00:00:00,4000000000,Pengembangan
CBPE,Citra Buana Prasida Tbk.,2023-01-06T00:00:00,1356250000,Pengembangan
SUNI,Sunindo Pratama Tbk.,2023-01-09T00:00:00,2500000000,Utama
CBRE,Cakra Buana Resources Energi T,2023-01-09T00:00:00,4538067441,Pemantauan Khusus
WINE,Hatten Bali Tbk.,2023-01-10T00:00:00,2710000000,Pengembangan
BMBL,Lavender Bina Cendikia Tbk.,2023-01-11T00:00:00,1030080995,Akselerasi
PEVE,Penta Valent Tbk.,2023-01-24T00:00:00,1765625000,Pengembangan
LAJU,Jasa Berdikari Logistics Tbk.,2023-01-27T00:00:00,2149942974,Pengembangan
FWCT,Wijaya Cahaya Timber Tbk.,2023-02-01T00:00:00,1875000000,Pengembangan
NAYZ,Hassana Boga Sejahtera Tbk.,2023-02-06T00:00:00,2550011472,Akselerasi
IRSX,Aviana Sinar Abadi Tbk.,2023-02-07T00:00:00,5000356706,Pemantauan Khusus
PACK,Abadi Nusantara Hijau Investam,2023-02-08T00:00:00,1597398988,Akselerasi
VAST,Vastland Indonesia Tbk.,2023-02-08T00:00:00,3055715621,Pengembangan
CHIP,Pelita Teknologi Global Tbk.,2023-02-08T00:00:00,806000000,Akselerasi
HALO,Haloni Jane Tbk.,2023-02-08T00:00:00,5650018332,Pengembangan
KING,Hoffmen Cleanindo Tbk.,2023-02-16T00:00:00,2600361227,Akselerasi
PGEO,Pertamina Geothermal Energy Tb,2023-02-24T00:00:00,41508024149,Utama
FUTR,Lini Imaji Kreasi Ekosistem Tb,2023-02-27T00:00:00,6451294579,Pengembangan
HILL,Hillcon Tbk.,2023-03-01T00:00:00,2948300000,Utama
BDKR,Berdikari Pondasi Perkasa Tbk.,2023-03-03T00:00:00,4725101522,Utama
PTMP,Mitra Pack Tbk.,2023-03-06T00:00:00,3169200000,Pengembangan
SAGE,Saptausaha Gemilangindah Tbk.,2023-03-08T00:00:00,8033274759,Pemantauan Khusus
TRON,Teknologi Karya Digital Nusa T,2023-03-08T00:00:00,2951301462,Pengembangan
CUAN,Petrindo Jaya Kreasi Tbk.,2023-03-08T00:00:00,11241890000,Utama
NSSS,Nusantara Sawit Sejahtera Tbk.,2023-03-10T00:00:00,23801568645,Pengembangan
GTRA,Grahaprima Suksesmandiri Tbk.,2023-03-30T00:00:00,1894375000,Pengembangan
HAJJ,Arsy Buana Travelindo Tbk.,2023-04-05T00:00:00,2290541340,Akselerasi
PIPA,Multi Makmur Lemindo Tbk.,2023-04-10T00:00:00,3425040452,Pemantauan Khusus
NCKL,Trimegah Bangun Persada Tbk.,2023-04-12T00:00:00,63098600000,Utama
MENN,Menn Teknologi Indonesia Tbk.,2023-04-18T00:00:00,1434052006,Akselerasi
AWAN,Era Digital Media Tbk.,2023-04-18T00:00:00,3435000000,Pengembangan
MBMA,Merdeka Battery Materials Tbk.,2023-04-18T00:00:00,1.08E+11,Pengembangan
RAAM,Tripar Multivision Plus Tbk.,2023-05-08T00:00:00,6813620000,Utama
DOOH,Era Media Sejahtera Tbk.,2023-05-08T00:00:00,7737582423,Pengembangan
JATI,Informasi Teknologi Indonesia ,2023-05-08T00:00:00,3262520106,Pengembangan
TYRE,King Tire Indonesia Tbk.,2023-05-08T00:00:00,3478050807,Pengembangan
MPXL,MPX Logistics International Tb,2023-05-09T00:00:00,2000014587,Pengembangan
SMIL,Sarana Mitra Luas Tbk.,2023-05-12T00:00:00,8750173838,Utama
KLAS,Pelayaran Kurnia Lautan Semest,2023-06-12T00:00:00,3644415975,Pengembangan
MAXI,Maxindo Karya Anugerah Tbk.,2023-06-12T00:00:00,9610083060,Pengembangan
VKTR,VKTR Teknologi Mobilitas Tbk.,2023-06-19T00:00:00,43750000000,Pengembangan
RELF,Graha Mitra Asia Tbk.,2023-06-22T00:00:00,5727832195,Akselerasi
AMMN,Amman Mineral Internasional Tb,2023-07-07T00:00:00,72518217656,Utama
CRSN,Carsurin Tbk.,2023-07-10T00:00:00,2892000000,Pengembangan
GRPM,Graha Prima Mentari Tbk.,2023-07-10T00:00:00,1545063268,Akselerasi
WIDI,Widiant Jaya Krenindo Tbk.,2023-07-10T00:00:00,1600031683,Akselerasi
TGUK,Platinum Wahab Nusantara Tbk.,2023-07-10T00:00:00,3571451815,Pengembangan
INET,Sinergi Inti Andalan Prima Tbk,2023-07-24T00:00:00,7567356578,Pengembangan
MAHA,Mandiri Herindo Adiperkasa Tbk,2023-07-25T00:00:00,16666000000,Utama
RMKO,Royaltama Mulia Kontraktorindo,2023-07-31T00:00:00,1250000000,Pengembangan
CNMA,Nusantara Sejahtera Raya Tbk.,2023-08-02T00:00:00,83345000000,Utama
FOLK,Multi Garam Utama Tbk.,2023-08-07T00:00:00,3948141464,Pengembangan
HBAT,Minahasa Membangun Hebat Tbk.,2023-08-07T00:00:00,1040740800,Akselerasi
GRIA,Ingria Pratama Capitalindo Tbk,2023-08-08T00:00:00,7375720674,Pengembangan
PPRI,Paperocks Indonesia Tbk.,2023-08-08T00:00:00,1075027288,Pengembangan
ERAL,Sinar Eka Selaras Tbk.,2023-08-08T00:00:00,5187500000,Utama
CYBR,ITSEC Asia Tbk.,2023-08-08T00:00:00,6526951798,Pengembangan
MUTU,Mutuagung Lestari Tbk.,2023-08-09T00:00:00,3142892746,Pengembangan
LMAX,Lupromax Pelumas Indonesia Tbk,2023-08-09T00:00:00,650008775,Akselerasi
HUMI,Humpuss Maritim Internasional ,2023-08-09T00:00:00,18046516702,Pengembangan
MSIE,Multisarana Intan Eduka Tbk.,2023-08-10T00:00:00,1460007754,Akselerasi
RSCH,Charlie Hospital Semarang Tbk.,2023-08-28T00:00:00,2650000000,Pengembangan
BABY,Multitrend Indo Tbk.,2023-09-07T00:00:00,2616226706,Pengembangan
AEGS,Anugerah Spareparts Sejahtera ,2023-09-11T00:00:00,1006080721,Pemantauan Khusus
IOTF,Sumber Sinergi Makmur Tbk.,2023-10-06T00:00:00,5290298067,Pengembangan
KOCI,Kokoh Exa Nusantara Tbk.,2023-10-07T00:00:00,4415593100,Pengembangan
PTPS,Pulau Subur Tbk.,2023-10-09T00:00:00,2167514856,Pengembangan
BREN,Barito Renewables Energy Tbk.,2023-10-09T00:00:00,1.34E+11,Utama
STRK,Lovina Beach Brewery Tbk.,2023-10-10T00:00:00,10721835562,Pengembangan
KOKA,Koka Indonesia Tbk.,2023-10-11T00:00:00,2861333000,Pemantauan Khusus
LOPI,Logisticsplus International Tb,2023-10-11T00:00:00,1100011289,Akselerasi
UDNG,Agro Bahari Nusantara Tbk.,2023-10-31T00:00:00,1750040072,Akselerasi
RGAS,Kian Santang Muliatama Tbk.,2023-11-08T00:00:00,1459234110,Pengembangan
MSTI,Mastersystem Infotama Tbk.,2023-11-08T00:00:00,3139416200,Utama
IKPM,Ikapharmindo Putramas Tbk.,2023-11-08T00:00:00,1684662500,Pengembangan
AYAM,Janu Putra Sejahtera Tbk.,2023-11-30T00:00:00,4000000000,Pengembangan
SURI,Maja Agung Latexindo Tbk.,2023-12-07T00:00:00,6334375000,Pengembangan
ASLI,Asri Karya Lestari Tbk.,2024-01-05T00:00:00,6250000000,Pengembangan
CGAS,Citra Nusantara Gemilang Tbk.,2024-01-08T00:00:00,1771499039,Pengembangan
NICE,Adhi Kartiko Pratama Tbk.,2024-01-09T00:00:00,6082020000,Pengembangan
MSJA,Multi Spunindo Jaya Tbk.,2024-01-10T00:00:00,5882352900,Utama
SMLE,Sinergi Multi Lestarindo Tbk.,2024-01-10T00:00:00,2328153048,Pengembangan
ACRO,Samcro Hyosung Adilestari Tbk.,2024-01-11T00:00:00,3469167472,Pengembangan
MANG,Manggung Polahraya Tbk.,2024-01-11T00:00:00,3812502885,Akselerasi
GRPH,Griptha Putra Persada Tbk.,2024-01-17T00:00:00,1000000000,Pengembangan
SMGA,Sumber Mineral Global Abadi Tb,2024-01-30T00:00:00,8750000000,Pengembangan
UNTD,Terang Dunia Internusa Tbk.,2024-02-07T00:00:00,6666666700,Pengembangan
TOSK,Topindo Solusi Komunika Tbk.,2024-02-07T00:00:00,4375277300,Pengembangan
MPIX,Mitra Pedagang Indonesia Tbk.,2024-02-07T00:00:00,1562500000,Pengembangan
ALII,Ancara Logistics Indonesia Tbk,2024-02-07T00:00:00,15825800000,Utama
MKAP,Multikarya Asia Pasifik Raya T,2024-02-12T00:00:00,3250000000,Pengembangan
MEJA,Harta Djaya Karya Tbk.,2024-02-12T00:00:00,1917500000,Akselerasi
LIVE,Homeco Victoria Makmur Tbk.,2024-02-12T00:00:00,4593005014,Pengembangan
HYGN,Ecocare Indo Pasifik Tbk.,2024-02-13T00:00:00,2525000000,Pengembangan
BAIK,Bersama Mencapai Puncak Tbk.,2024-02-15T00:00:00,1125000000,Pengembangan
VISI,Satu Visi Putra Tbk.,2024-02-27T00:00:00,3075000000,Pengembangan
AREA,Dunia Virtual Online Tbk.,2024-04-01T00:00:00,2539601000,Pengembangan
MHKI,Multi Hanna Kreasindo Tbk.,2024-04-16T00:00:00,3750000000,Pengembangan
ATLA,Atlantis Subsea Indonesia Tbk.,2024-04-16T00:00:00,6199560766,Pengembangan
